1308 東証ETF 上場インデックスファンドTOPIX（ETF）,,,,,
"2007-06-13","1766","1772","1754","1770","456000","1770"
"2007-06-14","1780","1784","1777","1780","199000","1780"
"2007-06-15","1788","1796","1787","1796","111000","1796"
"2007-06-18","1811","1814","1807","1814","232000","1814"
"2007-06-19","1811","1811","1801","1802","80000","1802"
"2007-06-20","1805","1816","1803","1807","125000","1807"
"2007-06-21","1798","1816","1796","1812","354000","1812"
"2007-06-22","1808","1808","1788","1798","272000","1798"
"2007-06-25","1792","1799","1785","1785","551000","1785"
"2007-06-26","1790","1791","1779","1790","642000","1790"
"2007-06-27","1780","1780","1761","1763","600000","1763"
"2007-06-28","1771","1779","1770","1775","250000","1775"
"2007-06-29","1784","1798","1780","1795","205000","1795"
"2007-07-02","1804","1806","1797","1805","274000","1805"
"2007-07-03","1790","1797","1784","1789","212000","1789"
"2007-07-04","1791","1795","1789","1790","63000","1790"
"2007-07-05","1793","1805","1793","1793","143000","1793"
"2007-07-06","1793","1793","1779","1785","290000","1785"
"2007-07-09","1795","1800","1794","1799","149000","1799"
"2007-07-10","1795","1797","1791","1795","99000","1795"
"2007-07-11","1780","1780","1770","1775","291000","1775"
"2007-07-12","1781","1783","1764","1764","330000","1764"
"2007-07-13","1785","1795","1785","1789","168000","1789"
"2007-07-17","1791","1791","1778","1783","44000","1783"
"2007-07-18","1782","1782","1760","1766","285000","1766"
"2007-07-19","1772","1778","1769","1775","54000","1775"
"2007-07-20","1782","1790","1777","1782","212000","1782"
"2007-07-23","1763","1766","1756","1764","161000","1764"
"2007-07-24","1774","1776","1761","1775","140000","1775"
"2007-07-25","1753","1763","1746","1763","411000","1763"
"2007-07-26","1762","1762","1743","1745","293000","1745"
"2007-07-27","1693","1716","1693","1705","622000","1705"
"2007-07-30","1678","1712","1678","1710","616000","1710"
"2007-07-31","1718","1720","1707","1714","209000","1714"
"2007-08-01","1693","1699","1674","1677","686000","1677"
"2007-08-02","1683","1684","1651","1675","1213000","1675"
"2007-08-03","1681","1689","1672","1678","753000","1678"
"2007-08-06","1657","1681","1654","1678","115000","1678"
"2007-08-07","1695","1695","1670","1670","312000","1670"
"2007-08-08","1680","1681","1675","1675","23000","1675"
"2007-08-09","1702","1705","1691","1692","172000","1692"
"2007-08-10","1660","1660","1638","1645","624000","1645"
"2007-08-13","1651","1656","1642","1646","91000","1646"
"2007-08-14","1642","1644","1638","1644","107000","1644"
"2007-08-15","1617","1622","1601","1602","185000","1602"
"2007-08-16","1572","1577","1538","1572","439000","1572"
"2007-08-17","1543","1558","1487","1490","473000","1490"
"2007-08-20","1537","1547","1526","1527","226000","1527"
"2007-08-21","1539","1574","1538","1553","191000","1553"
"2007-08-22","1548","1555","1544","1555","42000","1555"
"2007-08-23","1572","1598","1572","1598","156000","1598"
"2007-08-24","1592","1599","1589","1593","220000","1593"
"2007-08-27","1623","1623","1594","1594","104000","1594"
"2007-08-28","1575","1596","1575","1592","132000","1592"
"2007-08-29","1547","1566","1545","1561","81000","1561"
"2007-08-30","1588","1592","1570","1576","320000","1576"
"2007-08-31","1589","1613","1587","1613","216000","1613"
"2007-09-03","1609","1618","1608","1612","73000","1612"
"2007-09-04","1611","1615","1601","1603","149000","1603"
"2007-09-05","1609","1615","1577","1577","176000","1577"
"2007-09-06","1554","1582","1543","1582","693000","1582"
"2007-09-07","1575","1575","1556","1565","207000","1565"
"2007-09-10","1522","1543","1520","1534","393000","1534"
"2007-09-11","1525","1547","1513","1540","207000","1540"
"2007-09-12","1560","1560","1536","1537","575000","1537"
"2007-09-13","1555","1555","1531","1533","328000","1533"
"2007-09-14","1540","1551","1535","1550","271000","1550"
"2007-09-18","1530","1534","1525","1530","350000","1530"
"2007-09-19","1576","1576","1566","1573","292000","1573"
"2007-09-20","1588","1588","1566","1571","181000","1571"
"2007-09-21","1550","1565","1544","1554","343000","1554"
"2007-09-25","1536","1595","1536","1583","189000","1583"
"2007-09-26","1580","1593","1580","1591","153000","1591"
"2007-09-27","1608","1644","1608","1635","345000","1635"
"2007-09-28","1643","1645","1629","1636","58000","1636"
"2007-10-01","1635","1643","1617","1630","65000","1630"
"2007-10-02","1650","1660","1650","1657","338000","1657"
"2007-10-03","1658","1683","1657","1683","179000","1683"
"2007-10-04","1665","1683","1665","1670","201000","1670"
"2007-10-05","1674","1680","1670","1675","88000","1675"
"2007-10-09","1679","1688","1676","1677","140000","1677"
"2007-10-10","1689","1689","1670","1674","151000","1674"
"2007-10-11","1680","1697","1670","1697","123000","1697"
"2007-10-12","1698","1698","1670","1678","104000","1678"
"2007-10-15","1685","1686","1669","1672","134000","1672"
"2007-10-16","1663","1664","1640","1643","182000","1643"
"2007-10-17","1641","1641","1605","1614","433000","1614"
"2007-10-18","1625","1639","1623","1637","247000","1637"
"2007-10-19","1614","1614","1602","1608","356000","1608"
"2007-10-22","1560","1582","1550","1577","329000","1577"
"2007-10-23","1582","1597","1582","1584","142000","1584"
"2007-10-24","1590","1602","1576","1576","65000","1576"
"2007-10-25","1581","1581","1559","1564","155000","1564"
"2007-10-26","1572","1589","1569","1589","88000","1589"
"2007-10-29","1618","1626","1612","1620","125000","1620"
"2007-10-30","1617","1625","1610","1625","40000","1625"
"2007-10-31","1613","1633","1610","1633","36000","1633"
"2007-11-01","1643","1655","1642","1651","314000","1651"
"2007-11-02","1611","1629","1611","1617","97000","1617"
"2007-11-05","1607","1612","1590","1598","623000","1598"
"2007-11-06","1585","1605","1585","1590","149000","1590"
"2007-11-07","1602","1602","1571","1572","183000","1572"
"2007-11-08","1545","1545","1520","1530","412000","1530"
"2007-11-09","1537","1541","1509","1511","166000","1511"
"2007-11-12","1484","1484","1456","1471","495000","1471"
"2007-11-13","1468","1481","1457","1466","739000","1466"
"2007-11-14","1494","1515","1494","1512","450000","1512"
"2007-11-15","1522","1533","1515","1515","82000","1515"
"2007-11-16","1495","1499","1476","1488","306000","1488"
"2007-11-19","1482","1500","1473","1473","107000","1473"
"2007-11-20","1445","1492","1433","1492","197000","1492"
"2007-11-21","1484","1484","1456","1460","123000","1460"
"2007-11-22","1440","1462","1435","1450","390000","1450"
"2007-11-26","1457","1495","1457","1487","248000","1487"
"2007-11-27","1451","1500","1450","1493","70000","1493"
"2007-11-28","1500","1504","1486","1493","154000","1493"
"2007-11-29","1532","1534","1523","1527","454000","1527"
"2007-11-30","1530","1553","1529","1546","280000","1546"
"2007-12-03","1571","1571","1543","1547","76000","1547"
"2007-12-04","1546","1549","1530","1532","172000","1532"
"2007-12-05","1520","1544","1518","1542","541000","1542"
"2007-12-06","1570","1570","1552","1570","432000","1570"
"2007-12-07","1584","1593","1577","1577","169000","1577"
"2007-12-10","1580","1583","1567","1568","1233000","1568"
"2007-12-11","1585","1587","1579","1580","171000","1580"
"2007-12-12","1549","1574","1548","1571","220000","1571"
"2007-12-13","1569","1569","1531","1533","362000","1533"
"2007-12-14","1529","1544","1512","1517","152000","1517"
"2007-12-17","1506","1515","1489","1490","205000","1490"
"2007-12-18","1466","1491","1465","1482","171000","1482"
"2007-12-19","1482","1493","1475","1475","202000","1475"
"2007-12-20","1482","1484","1470","1471","357000","1471"
"2007-12-21","1471","1481","1460","1480","1798000","1480"
"2007-12-25","1510","1515","1501","1508","595000","1508"
"2007-12-26","1513","1522","1508","1522","141000","1522"
"2007-12-27","1521","1521","1509","1515","94000","1515"
"2007-12-28","1496","1496","1480","1480","108000","1480"
