1308 東証ETF 上場インデックスファンドTOPIX（ETF）,,,,,
"2011-05-13","862","862","840","848","547200","848"
"2011-05-16","837","843","835","837","352500","837"
"2011-05-17","835","836","831","835","417300","835"
"2011-05-18","839","845","837","845","109700","845"
"2011-05-19","847","848","837","837","90300","837"
"2011-05-20","838","841","834","834","225800","834"
"2011-05-23","833","833","823","825","376000","825"
"2011-05-24","820","826","820","826","65600","826"
"2011-05-25","826","829","823","823","121800","823"
"2011-05-26","828","834","828","832","138100","832"
"2011-05-27","830","836","829","832","27800","832"
"2011-05-30","827","832","825","828","336200","828"
"2011-05-31","830","846","829","846","228600","846"
"2011-06-01","848","848","841","845","435900","845"
"2011-06-02","833","833","829","833","393400","833"
"2011-06-03","830","834","822","822","390500","822"
"2011-06-06","822","823","813","815","1005400","815"
"2011-06-07","813","821","812","821","148400","821"
"2011-06-08","817","822","817","822","86500","822"
"2011-06-09","817","819","814","819","858900","819"
"2011-06-10","827","831","821","822","283300","822"
"2011-06-13","817","819","814","818","57200","818"
"2011-06-14","818","830","818","829","301900","829"
"2011-06-15","835","835","829","832","38900","832"
"2011-06-16","822","827","819","819","70100","819"
"2011-06-17","821","823","809","810","2280800","810"
"2011-06-20","814","819","813","814","631500","814"
"2011-06-21","818","822","816","821","451900","821"
"2011-06-22","827","837","827","837","324800","837"
"2011-06-23","831","837","829","833","167100","833"
"2011-06-24","834","841","834","841","377700","841"
"2011-06-27","837","838","831","832","239800","832"
"2011-06-28","838","842","836","836","50200","836"
"2011-06-29","845","853","845","853","1185500","853"
"2011-06-30","855","857","852","857","256900","857"
"2011-07-01","864","865","860","862","452300","862"
"2011-07-04","866","874","866","872","775700","872"
"2011-07-05","873","875","871","873","619500","873"
"2011-07-06","858","865","855","865","93700","865"
"2011-07-07","860","865","860","861","325100","861"
"2011-07-08","866","871","866","868","909200","868"
"2011-07-11","860","866","860","863","62300","863"
"2011-07-12","857","857","848","848","416500","848"
"2011-07-13","846","854","846","853","390500","853"
"2011-07-14","852","854","847","850","426000","850"
"2011-07-15","846","853","846","853","67000","853"
"2011-07-19","850","851","845","846","91200","846"
"2011-07-20","854","857","851","851","130300","851"
"2011-07-21","853","853","850","852","185000","852"
"2011-07-22","860","862","857","861","114400","861"
"2011-07-25","859","859","853","853","45700","853"
"2011-07-26","856","862","854","858","99000","858"
"2011-07-27","853","853","847","852","151200","852"
"2011-07-28","840","844","838","840","199600","840"
"2011-07-29","836","840","834","834","206400","834"
"2011-08-01","838","850","838","845","157300","845"
"2011-08-02","835","838","834","837","266300","837"
"2011-08-03","828","828","817","819","355600","819"
"2011-08-04","822","828","818","818","485600","818"
"2011-08-05","799","799","785","794","950600","794"
"2011-08-08","783","785","773","777","462200","777"
"2011-08-09","753","763","737","763","1028800","763"
"2011-08-10","779","779","767","770","397900","770"
"2011-08-11","755","765","753","765","190500","765"
"2011-08-12","777","778","758","759","179300","759"
"2011-08-15","770","779","764","770","108600","770"
"2011-08-16","778","778","768","770","284700","770"
"2011-08-17","770","771","764","770","72000","770"
"2011-08-18","767","769","760","762","136400","762"
"2011-08-19","749","750","738","745","422500","745"
"2011-08-22","743","746","737","739","132400","739"
"2011-08-23","742","745","736","744","570700","744"
"2011-08-24","749","753","734","735","183200","735"
"2011-08-25","739","751","739","746","349200","746"
"2011-08-26","743","749","742","749","45700","749"
"2011-08-29","750","759","745","752","74000","752"
"2011-08-30","764","766","760","760","46800","760"
"2011-08-31","758","764","758","764","126900","764"
"2011-09-01","767","773","767","770","132500","770"
"2011-09-02","764","766","759","763","73200","763"
"2011-09-05","754","755","746","749","104400","749"
"2011-09-06","743","743","733","734","240900","734"
"2011-09-07","746","748","741","745","587000","745"
"2011-09-08","754","756","747","749","134400","749"
"2011-09-09","748","753","747","748","283400","748"
"2011-09-12","735","736","732","733","320400","733"
"2011-09-13","737","744","736","744","56100","744"
"2011-09-14","744","746","734","734","143200","734"
"2011-09-15","745","747","743","743","193900","743"
"2011-09-16","753","761","750","760","130700","760"
"2011-09-20","750","753","746","747","363300","747"
"2011-09-21","747","751","747","748","31800","748"
"2011-09-22","735","741","734","738","495100","738"
"2011-09-26","737","739","721","723","152900","723"
"2011-09-27","732","740","730","740","409300","740"
"2011-09-28","748","756","748","753","158200","753"
"2011-09-29","750","761","748","761","598300","761"
"2011-09-30","763","766","756","760","238400","760"
"2011-10-03","749","749","736","746","162100","746"
"2011-10-04","734","739","729","736","176800","736"
"2011-10-05","741","741","725","725","240600","725"
"2011-10-06","731","740","731","736","125400","736"
"2011-10-07","742","748","740","742","240700","742"
"2011-10-11","753","757","753","753","895600","753"
"2011-10-12","748","756","748","752","122400","752"
"2011-10-13","760","762","758","758","113500","758"
"2011-10-14","755","755","749","749","13500","749"
"2011-10-17","758","763","757","762","71800","762"
"2011-10-18","751","754","750","751","132100","751"
"2011-10-19","762","762","750","750","90600","750"
"2011-10-20","748","749","743","747","103100","747"
"2011-10-21","746","746","741","744","79100","744"
"2011-10-24","749","755","749","754","265200","754"
"2011-10-25","755","758","748","749","129300","749"
"2011-10-26","743","750","736","746","342700","746"
"2011-10-27","748","764","744","763","381400","763"
"2011-10-28","777","779","770","772","434400","772"
"2011-10-31","769","779","763","763","336200","763"
"2011-11-01","755","761","754","754","253600","754"
"2011-11-02","744","746","737","740","367600","740"
"2011-11-04","753","753","746","752","677600","752"
"2011-11-07","748","751","747","751","54800","751"
"2011-11-08","749","750","737","738","405300","738"
"2011-11-09","745","750","741","750","192300","750"
"2011-11-10","729","733","728","731","1179400","731"
"2011-11-11","730","733","727","729","201300","729"
"2011-11-14","738","740","734","736","176500","736"
"2011-11-15","731","736","730","731","176400","731"
"2011-11-16","729","731","723","725","202000","725"
"2011-11-17","722","728","718","727","178300","727"
"2011-11-18","720","721","718","721","318900","721"
"2011-11-21","718","719","716","718","129800","718"
"2011-11-22","712","720","711","719","313700","719"
"2011-11-24","704","712","704","706","1856700","706"
"2011-11-25","706","711","705","708","99700","708"
"2011-11-28","715","719","715","716","106800","716"
"2011-11-29","719","730","719","729","269100","729"
"2011-11-30","723","729","721","728","131300","728"
"2011-12-01","748","748","739","739","361300","739"
"2011-12-02","742","743","739","743","110300","743"
"2011-12-05","749","749","746","748","128900","748"
"2011-12-06","745","747","737","737","86200","737"
"2011-12-07","742","751","740","748","595000","748"
"2011-12-08","746","747","742","745","1383600","745"
"2011-12-09","739","741","736","739","36600","739"
"2011-12-12","750","750","745","748","89800","748"
"2011-12-13","735","743","735","740","277700","740"
"2011-12-14","739","739","736","737","66300","737"
"2011-12-15","734","734","723","723","101700","723"
"2011-12-16","726","728","722","722","155000","722"
"2011-12-19","720","720","712","715","205100","715"
"2011-12-20","719","720","717","717","48600","717"
"2011-12-21","726","727","723","724","73700","724"
"2011-12-22","724","725","722","723","82300","723"
"2011-12-26","730","731","726","727","72700","727"
"2011-12-27","724","725","723","725","147000","725"
"2011-12-28","725","726","721","721","102500","721"
"2011-12-29","719","722","718","722","157200","722"
"2011-12-30","725","728","725","727","71200","727"
