1308 東証ETF 上場インデックスファンドTOPIX（ETF）,,,,,
"2009-03-18","771","775","760","769","1715000","769"
"2009-03-19","773","777","765","765","1656000","765"
"2009-03-23","773","795","767","793","862000","793"
"2009-03-24","819","819","804","817","980000","817"
"2009-03-25","817","822","812","819","310000","819"
"2009-03-26","822","838","819","836","596000","836"
"2009-03-27","848","857","838","839","533000","839"
"2009-03-30","836","840","800","801","710000","801"
"2009-03-31","794","808","780","784","701000","784"
"2009-04-01","794","806","788","805","501000","805"
"2009-04-02","821","841","820","838","711000","838"
"2009-04-03","852","855","838","843","671000","843"
"2009-04-06","857","858","837","840","678000","840"
"2009-04-07","845","846","840","846","215000","846"
"2009-04-08","832","832","821","825","289000","825"
"2009-04-09","833","854","833","853","328000","853"
"2009-04-10","860","869","847","858","638000","858"
"2009-04-13","852","867","852","860","229000","860"
"2009-04-14","868","868","845","855","828000","855"
"2009-04-15","847","851","838","846","269000","846"
"2009-04-16","853","867","840","842","579000","842"
"2009-04-17","856","859","851","858","405000","858"
"2009-04-20","859","860","851","858","336000","858"
"2009-04-21","837","845","829","842","411000","842"
"2009-04-22","847","850","836","844","163000","844"
"2009-04-23","847","854","833","850","719000","850"
"2009-04-24","851","856","841","842","389000","842"
"2009-04-27","852","856","837","845","288000","845"
"2009-04-28","844","851","823","823","352000","823"
"2009-04-30","845","853","844","849","457000","849"
"2009-05-01","854","858","848","857","486000","857"
"2009-05-07","895","898","886","896","1098000","896"
"2009-05-08","894","907","890","906","2589000","906"
"2009-05-11","910","918","901","913","678000","913"
"2009-05-12","903","905","897","898","865000","898"
"2009-05-13","898","902","892","900","957000","900"
"2009-05-14","880","882","871","872","917000","872"
"2009-05-15","876","893","876","891","429000","891"
"2009-05-18","885","885","867","869","403000","869"
"2009-05-19","895","895","887","892","473000","892"
"2009-05-20","898","900","892","895","141000","895"
"2009-05-21","890","892","883","892","467000","892"
"2009-05-22","876","891","876","885","1082000","885"
"2009-05-25","892","899","889","895","215000","895"
"2009-05-26","896","897","889","896","102000","896"
"2009-05-27","905","909","901","904","1358000","904"
"2009-05-28","899","909","896","906","523000","906"
"2009-05-29","911","911","902","908","1268000","908"
"2009-06-01","908","925","907","924","777000","924"
"2009-06-02","935","935","925","926","1520000","926"
"2009-06-03","923","931","923","925","154000","925"
"2009-06-04","920","930","920","924","163000","924"
"2009-06-05","933","933","925","926","101200","926"
"2009-06-08","933","942","933","937","3311300","937"
"2009-06-09","937","938","927","928","648400","928"
"2009-06-10","936","949","933","947","776700","947"
"2009-06-11","951","955","948","951","343000","951"
"2009-06-12","953","965","953","963","724500","963"
"2009-06-15","965","965","956","958","297900","958"
"2009-06-16","944","944","924","925","3200800","925"
"2009-06-17","923","935","923","933","258500","933"
"2009-06-18","931","931","917","923","307700","923"
"2009-06-19","928","935","924","929","820200","929"
"2009-06-22","933","941","929","933","787600","933"
"2009-06-23","918","918","907","912","2436700","912"
"2009-06-24","915","916","910","915","241900","915"
"2009-06-25","920","937","917","930","2349700","930"
"2009-06-26","940","940","931","939","606100","939"
"2009-06-29","940","942","923","925","2964200","925"
"2009-06-30","940","945","938","941","478100","941"
"2009-07-01","934","952","934","941","349100","941"
"2009-07-02","948","948","935","935","254500","935"
"2009-07-03","903","909","895","908","443600","908"
"2009-07-06","903","906","897","900","120800","900"
"2009-07-07","901","904","894","896","207700","896"
"2009-07-08","887","887","873","874","615700","874"
"2009-07-09","867","869","859","859","249900","859"
"2009-07-10","865","867","857","858","259200","858"
"2009-07-13","853","866","840","840","516300","840"
"2009-07-14","856","858","852","857","513100","857"
"2009-07-15","861","861","851","854","864500","854"
"2009-07-16","874","874","858","861","412200","861"
"2009-07-17","869","869","861","866","202900","866"
"2009-07-21","885","889","880","888","551900","888"
"2009-07-22","888","897","885","892","659400","892"
"2009-07-23","897","903","892","893","585200","893"
"2009-07-24","910","910","901","908","866400","908"
"2009-07-27","916","923","914","914","1638700","914"
"2009-07-28","918","918","912","916","77100","916"
"2009-07-29","911","921","911","918","135600","918"
"2009-07-30","921","925","914","925","292900","925"
"2009-07-31","926","936","926","933","1616000","933"
"2009-08-03","940","945","939","945","566600","945"
"2009-08-04","954","957","943","946","478700","946"
"2009-08-05","948","948","936","936","293000","936"
"2009-08-06","937","947","937","945","531100","945"
"2009-08-07","941","942","929","942","582400","942"
"2009-08-10","956","961","952","957","890500","957"
"2009-08-11","955","960","954","959","318100","959"
"2009-08-12","950","953","946","946","50400","946"
"2009-08-13","952","956","951","956","78500","956"
"2009-08-14","956","963","955","958","265100","958"
"2009-08-17","950","950","934","934","224500","934"
"2009-08-18","927","938","927","937","235200","937"
"2009-08-19","938","939","930","931","224800","931"
"2009-08-20","936","946","932","944","130400","944"
"2009-08-21","944","944","924","933","435500","933"
"2009-08-24","953","959","952","956","940400","956"
"2009-08-25","951","956","949","953","170400","953"
"2009-08-26","958","964","954","962","358800","962"
"2009-08-27","957","957","941","952","1624900","952"
"2009-08-28","954","957","950","955","556000","955"
"2009-08-31","960","974","946","951","1283900","951"
"2009-09-01","946","958","946","955","1450500","955"
"2009-09-02","935","936","930","936","428200","936"
"2009-09-03","931","935","927","929","314600","929"
"2009-09-04","931","931","919","921","372600","921"
"2009-09-07","929","932","928","932","46000","932"
"2009-09-08","933","936","927","933","122000","933"
"2009-09-09","931","932","922","925","215500","925"
"2009-09-10","934","945","934","943","283900","943"
"2009-09-11","941","944","933","935","1596900","935"
"2009-09-14","934","934","916","921","876400","921"
"2009-09-15","925","926","918","918","414500","918"
"2009-09-16","923","930","916","919","432200","919"
"2009-09-17","929","931","918","927","587100","927"
"2009-09-18","921","926","911","924","146500","924"
"2009-09-24","930","941","929","938","1251700","938"
"2009-09-25","930","930","911","917","553000","917"
"2009-09-28","900","902","891","897","556600","897"
"2009-09-29","902","903","895","899","523000","899"
"2009-09-30","901","902","896","901","103200","901"
"2009-10-01","897","899","888","889","412500","889"
"2009-10-02","870","871","863","869","453000","869"
"2009-10-05","866","870","858","859","532200","859"
"2009-10-06","865","867","858","866","543400","866"
"2009-10-07","871","881","871","877","125700","877"
"2009-10-08","879","884","875","881","110600","881"
"2009-10-09","886","892","880","892","323000","892"
"2009-10-13","896","899","895","896","81400","896"
"2009-10-14","894","894","884","886","127600","886"
"2009-10-15","902","903","895","900","448100","900"
"2009-10-16","904","904","890","895","93800","895"
"2009-10-19","889","899","886","898","113600","898"
"2009-10-20","906","908","904","907","229000","907"
"2009-10-21","906","907","901","905","49600","905"
"2009-10-22","898","901","890","900","128400","900"
"2009-10-23","908","908","893","894","501500","894"
"2009-10-26","896","908","896","901","75600","901"
"2009-10-27","896","898","885","889","104600","889"
"2009-10-28","884","889","880","881","72300","881"
"2009-10-29","869","879","866","875","139000","875"
"2009-10-30","889","889","882","888","401700","888"
"2009-11-02","868","875","868","875","159600","875"
"2009-11-04","867","875","867","874","752000","874"
"2009-11-05","872","876","866","870","219000","870"
"2009-11-06","875","875","866","870","160000","870"
"2009-11-09","867","870","860","865","274500","865"
"2009-11-10","871","876","866","867","207000","867"
"2009-11-11","871","873","864","867","153200","867"
"2009-11-12","872","872","859","859","156400","859"
"2009-11-13","861","863","856","862","71000","862"
"2009-11-16","860","860","851","853","239800","853"
"2009-11-17","856","858","848","852","293800","852"
"2009-11-18","849","851","838","842","370100","842"
"2009-11-19","844","844","826","830","344400","830"
"2009-11-20","826","832","824","830","231400","830"
"2009-11-24","833","834","822","825","195800","825"
"2009-11-25","824","828","820","826","276200","826"
"2009-11-26","820","830","819","824","68800","824"
"2009-11-27","811","814","803","804","411600","804"
"2009-11-30","816","833","816","833","142000","833"
"2009-12-01","826","853","824","853","137300","853"
"2009-12-02","846","857","844","854","269700","854"
"2009-12-03","863","882","863","881","219800","881"
"2009-12-04","883","884","876","883","136100","883"
"2009-12-07","893","898","889","894","379100","894"
"2009-12-08","887","891","886","890","30500","890"
"2009-12-09","880","882","878","878","131100","878"
"2009-12-10","875","882","863","866","385900","866"
"2009-12-11","876","882","867","881","211900","881"
"2009-12-14","884","884","871","878","299000","878"
"2009-12-15","877","879","874","877","17100","877"
"2009-12-16","898","900","886","891","449600","891"
"2009-12-17","896","897","889","889","50500","889"
"2009-12-18","883","888","879","884","575300","884"
"2009-12-21","887","890","885","885","94100","885"
"2009-12-22","891","897","887","896","436500","896"
"2009-12-24","904","908","901","906","270300","906"
"2009-12-25","906","906","901","902","64700","902"
"2009-12-28","908","914","907","910","343500","910"
"2009-12-29","908","912","906","910","97100","910"
"2009-12-30","913","913","901","901","697100","901"
